Movie_N,Genre,Review,Stars
John Wick: Chapter 3 - Parabellum,"['Action', 'Crime', 'Thriller']","The entire 3rd film is literally like watching someone play a video game with god mode on. Nothing stops him. He gets stabbed in the neck, that's ok. Stitch it up, move on. People fire hundreds of rounds at him. It's ok, they all missed. He gets hit with two cars literally back to back. He just gets up. Hell, he gets shot point blank 5/6 times and falls out of a 4th or 5th story balcony, bounces off of everything and splats on the street, it's ok, he's still alive and just ""angry"" now. The entire movie is just and endless line of contract killers coming up to Wick and them fighting.",9
John Wick: Chapter 3 - Parabellum,"['Action', 'Crime', 'Thriller']","Don't get me wrong, I love action movies and like I said, I loved the first one. Without a good story though, it's just silly. After about 45/50 minutes, you literally start shaking your head because it just becomes really repetitive. A friend of mine asked me how the movie was afterward. It can be summed up as ""everyone goes after Wick, everyone dies, the end."" The movie is also left wide open for a sequel which just blew my mind. Just stop. The movie was the equivalent of someone who was playing GTA3 their first time, just running around and shooting and killing everything that moves.",1
John Wick: Chapter 3 - Parabellum,"['Action', 'Crime', 'Thriller']","This universe, created without any source material, had to develop and expand itself in every new film. The same fiction can not be made for each film. We don't know if Derek Kolstad had thought that John Wick would be this big when he first created it, but when we came to the third film it seems clear how the story deepened and became beautiful.",1
John Wick: Chapter 3 - Parabellum,"['Action', 'Crime', 'Thriller']","This film offers you all kinds of action. The film has a unique style of action. Any action you can think of is included in the third film. Moreover, exponentially! The enemies are increasingly jumping. As we saw in the trailer, there is even a horse escape scene. There's so much more to it. At this point, sometimes there can be a small illusion in the viewer. Only action-oriented films can be considered empty. We can say that John Wick 3 offers almost uninterrupted action for 2 hours and 10 minutes. But in doing so, it doesn't forget the story. You will learn new and very interesting details of John Wick and you will get new ideas about the functioning of the universe.",3
John Wick: Chapter 3 - Parabellum,"['Action', 'Crime', 'Thriller']",Stahelski has very impressive shots.The main venues preferred for the main fights were especially appreciated. The fact that the director's vision is so blended with Keanu Reeves and other actors is very effective on the traceability of the film. Stahelski deserves great praise.,1
John Wick: Chapter 3 - Parabellum,"['Action', 'Crime', 'Thriller']","The film also brings new characters. One of them is Sofia, played by Halle Berry. Obviously the audience will love Sofia. Halle Berry has done a great job. Mark Dacascos is one of our main villains; He portrayed the character Zero in the film.",5
John Wick: Chapter 3 - Parabellum,"['Action', 'Crime', 'Thriller']","Among the action films, it was both a strong story and an ambitious way of action. I think that the action-lovers will be pleasure separated from this film. 9/10",3
John Wick: Chapter 3 - Parabellum,"['Action', 'Crime', 'Thriller']","A pointless orgy of violence without any plot, any depth in characters anything at all besides nonstop killing.",10
John Wick: Chapter 3 - Parabellum,"['Action', 'Crime', 'Thriller']",Spoiler Alert...this movie is AWFUL.,1
John Wick: Chapter 3 - Parabellum,"['Action', 'Crime', 'Thriller']","I enjoyed the first two installments of the John Wick franchise, so was looking forward to this movie. I've walked out of three movies in my life, and this one was nearly number four had I not been there with my 19-year-old son who seemed to be enjoying it. To me it was nothing more than watching someone play a first person shooter video game.",10
John Wick: Chapter 3 - Parabellum,"['Action', 'Crime', 'Thriller']","There was NO story.
There was NO character development.
While the fight scenes were well done, they were too long, too frequent, and frankly they were BORING.",2
John Wick: Chapter 3 - Parabellum,"['Action', 'Crime', 'Thriller']",This movie was painfully boring.,1
John Wick: Chapter 3 - Parabellum,"['Action', 'Crime', 'Thriller']","Halle Berry was AWFUL.
The dialogue was AWFUL.",10
John Wick: Chapter 3 - Parabellum,"['Action', 'Crime', 'Thriller']",I want my $16 and 2.5 hours back.,5
John Wick: Chapter 3 - Parabellum,"['Action', 'Crime', 'Thriller']","Maybe my review will not be relevant to everyone, as I crave more of a inner consistency in a movie, which completely lacked here. I mean, gruesomely kill several people in the packed New York subway and no one notices a thing? And bodies disappear when angle is switched. Come. On.",6
John Wick: Chapter 3 - Parabellum,"['Action', 'Crime', 'Thriller']","The whole movie had a huge ""Ultraviolet"" feeling. Just pile random characters on, and then slaughter most of them without much of a development or explanation how they fit in the plot. Rush somewhere, kill everyone in sight, cut to the next scene which is just the same as the last one. Over and over and over until the cliche ""end"" which was just an opening for the Chapter 4 movie.",6
John Wick: Chapter 3 - Parabellum,"['Action', 'Crime', 'Thriller']","I loved the first one, second one was a bit over the top, this one was just ridiculous top to bottom. The movie was actually interrupted because of some false alarm at the theatre five minutes before the end. If it was more than that we would not bother going back in to finish watching it.",10
John Wick: Chapter 3 - Parabellum,"['Action', 'Crime', 'Thriller']","The biggest joke of itself was the character Zero moment at the bench. It felt like cut out of Despicable Me. The only thing missing there was the Squid Launcher. And he is supposed to be THE toughest thug in the movie? Pull the other one, it has bells on.",9
John Wick: Chapter 3 - Parabellum,"['Action', 'Crime', 'Thriller']","Three stars for the Morocco fight scene, that was a beauty. But it did not save me and my wife exchanging ""are you bored too?"" glances half the time anyway, so no more than that.",6
Maleficent: Mistress of Evil,"['Adventure', 'Family', 'Fantasy']","When it comes down to it, Aurora has very little trust for Maleficent her own godmother. People die, some close to her, and she goes on to receive her grand wedding. What kinda story is this?",5
Maleficent: Mistress of Evil,"['Adventure', 'Family', 'Fantasy']","The new conflict these days in movie making: good and sometimes even excellent visuals against a boring and bad script. The whole movie tastes like a stale beer: whereas the people responsible for the visuals and effects have developed high skills, most of today's writers should just quit their job and serve at dinners instead of torturing the audiences to a braindead level: uninteresting and overused storylines, cliché after cliché, one dimensional characters, boring dialogues, jokes that don't work etc. My rate is 5 but only because of the visuals and the actors, the story itself and therefore the movie is simply a boring one.",5
Maleficent: Mistress of Evil,"['Adventure', 'Family', 'Fantasy']","The writing is not good enough. The visual is amazing and so is the acting, but the script is really bad.",4
Maleficent: Mistress of Evil,"['Adventure', 'Family', 'Fantasy']","This was awful. The pacing was sooooooo slow. The effects were decent, Michelle Pfeifer and Angelina Jolie were good in their roles however... friends were dying around the main characters left and right but no one showed emotion. One of the auntie fairies sacrificed herself but aurora ignored that fact and chose to have the wedding less than an hour later. The traitorous fairy who was doing Nazi style experiments on others and murdering them was not only left free but attended the wedding as a guest. What kind of soulless characters are these People and how inauthentic is this writing.",3
Maleficent: Mistress of Evil,"['Adventure', 'Family', 'Fantasy']","Rating 7.2/10
Maleficent not a bad movie but it certainly isn't one of Disney's best. Good acting performance by Michelle Pfeiffer a.k.a Queen Ingrith. She really did it. I really like acting by Anjelina Jolie as well. She is perfect in the role. If you like fairytale movie, you will enjoy maleficent.",7
Maleficent: Mistress of Evil,"['Adventure', 'Family', 'Fantasy']","First of all, I have to say that I am a big fan of the first movie (despite all its flaws), and I am sad to see a franchise with such a great potential be ruined so badly. I wish I didn't have to write this review, but seeing all the positivity being spread around made me want to share a bit of objective criticism.",4
Maleficent: Mistress of Evil,"['Adventure', 'Family', 'Fantasy']",There are three main issues with this movie that poke my nerve really badly.,4
Maleficent: Mistress of Evil,"['Adventure', 'Family', 'Fantasy']","Firstly, the trailer and the title. Both are very misleading, luring the adult audience into thinking Maleficent will go through a Joker-like phase and actually do some evil. Well, the evilest thing we got is stopping a cat mid-air and threatening to kill it, as far as I'm concerned. She didn't even kill the queen (who actually deserved it) just because Aurora gets in the way. What evil are we even talking about?",1
Maleficent: Mistress of Evil,"['Adventure', 'Family', 'Fantasy']","The second thing that bothers me is trying to base a children's movie on war and genocide. I don't know who ever thought of that, but those two things just don't work together. Everything is sugar-coated, and absolutely no realism is presented throughout the movie. Literally no one thought that the two kingdoms could come together except for Phillip and Aurora, the idealistic and naive couple with no experience in the real world politics. (The beginning of the movie is actually a joke that writes itself!) Moreover, the elf that has been aggressive throughout the whole movie suddenly stops after a few kind words from an enemy prince? Give me a break. There are just so many plot incoveniences that stem from trying to make adult themes appropriate for children that it turns the movie into a parody rather than a believable story.",9
Maleficent: Mistress of Evil,"['Adventure', 'Family', 'Fantasy']","Lastly, the writing is just bad... I can't get over the fact that Maleficent has been guarding Aurora her whole life and the girl decides to believe the queen she met five minutes ago. Phillip is utterly useless, he couldn't even tell the court people that Maleficent doesn't stand iron. Also, remember that curse from the first movie that apparently can't be broken? Well, that is not a thing anymore.",2
Maleficent: Mistress of Evil,"['Adventure', 'Family', 'Fantasy']","There are few words that can describe the disappointment I felt after Maleficent resurrected herself on the top of that tower... Finally, I thought when she died, there is the plot twist we were waiting for! But no, because the protagonist in a children's movie simply can't die. And together with the immortality Maleficent gained, she also lost a large chunk of her character and future potential. Remember Jolie's expression when Maleficent found our her wings were cut off in the first movie? That scene gave me chills. Now when Maleficent is practically untouchable, it is a question whether we will get a great scene like that anymore.",4
Maleficent: Mistress of Evil,"['Adventure', 'Family', 'Fantasy']","Let's talk about the queen. In my opinion, she is probably the most developed character in the whole movie. Yes, she may be evil; but her motivation is on point, her hatred towards the moor is justified and the strategy to conquer it almost flawless. She is the only character besides Maleficent that understands the complexity of politics and has no problem putting Phillip in his rightful place. Since this is a children's movie, I honestly expected her to die as well as Stefan did in the first movie, but they didn't even do that... they just turned her into a goat. By the way, Pfeiffer's cold face suits the role perfectly and the costumography is absolutely stunning.",3
Maleficent: Mistress of Evil,"['Adventure', 'Family', 'Fantasy']","If I had to choose one scene that stuck with me the most, it would definitely be the dinner. Little do we know about the queen until then, but the way she makes Maleficent uncomfortable quickly and clearly lets us know what kind of a foe she is. Angelina and Michelle both did an astounding job portraying their respective characters and it was a true pleasure to feel the onscreen tension between them.",1
Maleficent: Mistress of Evil,"['Adventure', 'Family', 'Fantasy']","To summarize, Maleficent: Mistress of Evil is a movie that was stripped away from its dignity by writers who clearly do not understand that war is not a theme appropriate for children. As much as I loved the first movie, I wouldn't recommend this one to anyone interested in more than two hours of fun. Hopefully Disney will one day start caring about quality of their movies rather than making money... Such a shame.",7
Maleficent: Mistress of Evil,"['Adventure', 'Family', 'Fantasy']","I'll start off by saying, the film looks beautiful but that is where it ends. The film has some serious story problems. It tries to be Game Of Thrones for children but falls very flat due to its 2 hour run time. Despite the film being called 'Maleficent: Mistress of Evil' there is very little Maleficent in the film and the short period of time she is in it, she definitely isn't evil. Michelle Pfeiffer is a great villian and is the glue that holds this film together. The end to this film is a massive battle with a huge body count and is resolved within minutes because of a wedding. Good to see if your a huge Disney fan but it's not worth going out of your way to see.",7
Maleficent: Mistress of Evil,"['Adventure', 'Family', 'Fantasy']",I'm sorry. I get turned off when the teenage airhead causes more trouble than she is worth. She runs in to every scene just to get in the way and be annoying. Over and over. It's too much.,3
Maleficent: Mistress of Evil,"['Adventure', 'Family', 'Fantasy']","Don't listen to the critics reviews, this is a fun and entertaining watch! It doesn't quite have the same impact as the first, but I still recommend watching/purchasing it!",2
Maleficent: Mistress of Evil,"['Adventure', 'Family', 'Fantasy']","I recommend it for you if you have a 10-12 years old daughter who never watched a fantasy movie before, and you don't mind suffering through this fancy garbage.",1
Maleficent: Mistress of Evil,"['Adventure', 'Family', 'Fantasy']","Looks beautiful, descent acting. Yeah I mentioned all the good things about this movie. The story is so cliché and predictable I felt like saw it a 1000 times before. Sooo slow I waited for the real stuff for a long time, and when it happened I was suffering, waiting for it to end. Maleficent
sacrificed herself to save the princess SPOLIER: SHE DIDN'T DIE LoL she transformed into a big bird for some reason. Than suddenly everyone stopped fighting, and lived in peace forever. Yes you are right this is the ending of every second fantasy movie made after 2000. If you read this and like good movies make yourself a favour, don't watch it!",9
Maleficent: Mistress of Evil,"['Adventure', 'Family', 'Fantasy']","The battle scene bought down the movie. It was a complete drag, and was too one sided for the major part. Not sure if the screenplay writers were aware that parents dont bring kids to Disney movies to watch prolonged bio genocides.",1
Maleficent: Mistress of Evil,"['Adventure', 'Family', 'Fantasy']","So basically, Michelle Pfeiffer gets to do whatever she wants (including biological warfare/genocide) with no consequence, and we should all be unreasonably forgiving.",9
Maleficent: Mistress of Evil,"['Adventure', 'Family', 'Fantasy']","I just don't understand how her character's able to F everyone over and over again! Aurora does nothing but cries and pretends to be useful, the prince is...just a prince, and maleficent barely manages to save the day at the cost of (a whole lot of) magical creatures' lives because she arrives late, gets killed for basically no reason, reborn (yes, you read right), seemingly re-saves the day yet unable to undo any death, turns the castle ""flowery"" and everybody rejoice! Hug your enemies (never mind that the blue fairy is now just a pot of flower and half of the near-extinct dark feys are gone)!",1
Maleficent: Mistress of Evil,"['Adventure', 'Family', 'Fantasy']","I literally cringed the entire 2/3 of the movie because of how oblivious everyone is; it's like nobody gives a damn about what just happened. Probably hundreds of innocents were killed, but the perpetrator is now a goat, ha ha! Most of the so-called ""plot"" is laughable like that unfunny goat, with tropes, played out conveniences, and forced romances:",2
Maleficent: Mistress of Evil,"['Adventure', 'Family', 'Fantasy']","1. The whole ""We dark feys have been hiding here (less than an hour away)"" is like a less convincing rerun of How to Train Your Dragon.
2. Maleficent realizes her ""Phoenix force"" after a Black man sacrifices himself, resulting in her flirting with the reckless White boy who is still alive.
3. One of the human soldiers (who did the most killings) checks out the rainforest-fey lady (10 minutes after her partner got killed)...She likes it and reciprocates.",4
Maleficent: Mistress of Evil,"['Adventure', 'Family', 'Fantasy']",This movie leaves a really bad taste in my mouth; the ending is so forced and everybody is so blatantly happy despite the tragedy-makes me wanna puke all over Disney.,3
Shutter Island,"['Mystery', 'Thriller']",I know there is already a spoiler warning up top but I am going to warn you again. Don't read this because I am going to give everything away.,8
Shutter Island,"['Mystery', 'Thriller']","I had this movie all wrong I will admit at the start I didn't get it and I was angry but after having a chat with my friend who went with me we both gasped when we realised what happened. The twist wasn't that he was the inpatient (seriously I think everyone saw that coming from a mile away!) the twist was the intervention actually worked. He was cured, he deliberately made it look like he relapsed because he did not want to live with the memory of what happened to his family. He blamed himself for ignoring that his wife was clearly unstable. The line ""would you rather die as a good man or live as a monster"" Depicted he wanted to die as a good man (lobotomized) then live with the memory of what happened. Also the symbolism of fire and water tells you when he is hallucinating (fire) and when he is lucid (water trickling through.) The delusion he concocts to save himself from accepting the truth is that his wife died in a fire. All the people he talks to surrounded by fire is a hallucination – the woman in the cave, the patient in the cell, the scarred faced man who he thinks killed his wife, the car blowing up – all a delusion. The water symbolizes reality trying to break through. He is afraid of water – ( and rightly so!His kids were drowned, they all died in front of the lake.) Also at the start he says he gets 'sea sick' – he is mortally afraid of water. He has to swim to get to the lighthouse.",10
Shutter Island,"['Mystery', 'Thriller']",To truly get the best affect of this movie you have to see it more than once. (I have only seen this once but I promise you I will see it again),10
Shutter Island,"['Mystery', 'Thriller']",I think John Anderson from the Wall Street Journal got it right when he says the film - ,10
Shutter Island,"['Mystery', 'Thriller']","""requires multiple viewings to be fully realized as a work of art. Its process is more important than its story, its structure more important than the almost perfunctory plot twists it perpetrates. It's a thriller, a crime story and a tortured psychological parable about collective guilt.""",10
Shutter Island,"['Mystery', 'Thriller']","Shutter Island is the story of Teddy Daniels, A U.S. federal marshal sent to the island with his partner Chuck Aule to search for the disappearance of a patient. Each scene provides a turn against their leads and compels them to look for more whilst searching in places we couldn't comprehend, including their minds. Leonardo DiCaprio and Mark Ruffalo feed off each other and supply great performances for their characters as expected, but some of the other characters whose names are riveted on the posters or marquees are sensational as well. The two that stuck out to me most were Ben Kingsley (Dr. Cawley) and Michelle Williams (Dolores, Teddy's wife), each of whom brought so much dramatics and new questions to the movie, developing plot twists and controversy. I don't think this film would be the same without them.",9
Shutter Island,"['Mystery', 'Thriller']","This is also a film I would recommend seeing a second time. In fact, it is even better the second time. All those pieces of that puzzle you didn't catch the first time, you will the second. You see, we as the audience are first put in the shoes of Teddy. The second? Well, without giving too much away, lets just say you are put in someones else's shoes entirely during the second viewing. ",9
Shutter Island,"['Mystery', 'Thriller']","Shutter Island. A film that will make you question your own sanity. A film that will leave you breathless. A film that has re-ignited the thriller genre. A film that will leave you, and the main character, searching for answers.",9
Shutter Island,"['Mystery', 'Thriller']","Shutter Island. A film that will divide the film community. A film that will leave many upset, and hating it. A film that has already completely split the critics. A movie that messes with you. And no one likes to be messed with. And that is exactly where it exceeds. Think I'm contradicting myself? ",8
Shutter Island,"['Mystery', 'Thriller']","Shutter Island is one of the most well crafted psychological thrillers to come by since Silence Of The Lambs. And it is no coincidence both were brilliantly written novels. Shutter Island is adapted by a book written by Dennis Lehane (wrote gone baby, gone and mystic river). It is a book filled with twists and turns, that will leave the reader dizzy. And, that is what it's film counterpart does to the fullest. Martin Scorsese helms the director chair, in a movie where he is more free than any before. This is Scorsese at his most unrestrained. ",9
Shutter Island,"['Mystery', 'Thriller']","Marty takes what he has learned from the great films of the past and puts it into his. The master of suspense Alfred Hitchcock's influence is everywhere you look in this film. And it is no wonder, considering Scorsese even showed one of his greatest works to the crew: Vertigo. And many of those ideas are present in Shutter Island; the cliff scenes scream Hitchcock. This is a film that creeps and crawls, and is filled with dark corners. And it is all heightened by the coming storm that looms over the island. This is classic film noir. ",10
Shutter Island,"['Mystery', 'Thriller']","The story follows Teddy, a federal Marshall, and his partner Chuck (Played by DiCaprio and Ruffulo). They go to this mysterious island enveloped in fog to investigate an escape. From these opening scenes, Marty has set up a dark and creepy premise. ",9
Shutter Island,"['Mystery', 'Thriller']","Almost the whole movie incorporates this story as Teddy desperately tries to find the truths he seeks. Teddy is shown as a scared man; a man of war and violence as portrayed in various flashbacks. These will go on to be increasingly important as the story progresses. We follow Teddy on his quest, through every dark corridor and perilous confrontations. Slowly, we are given pieces to the puzzle, but the audience does not even realize it. For we, like Teddy, are blind. For the moment at least. It is because of this that the thrilling conclusion will leave many blindsided. But, you see, that is where this thriller becomes something more. We as the audience are put in Teddy's shoes, and we feel all the things he feels. It is a complete assault on the senses, and it works beautifully. ",10
Shutter Island,"['Mystery', 'Thriller']","This is a film you must watch carefully. That is another thing that sets this apart, it is a horror film that makes you actually think. In this day and age, I'm not surprised some found it terrible esp. after their brains have been turned to mush by these new gore filled horror films. Scorsese's ultimate goal here is to wake you up. And trust me, you probably wont like it. ",10
Shutter Island,"['Mystery', 'Thriller']","This is also a film I would recommend seeing a second time. In fact, it is even better the second time. All those pieces of that puzzle you didn't catch the first time, you will the second. You see, we as the audience are first put in the shoes of Teddy. The second? Well, without giving too much away, lets just say you are put in someones else's shoes entirely during the second viewing. ",9
Shutter Island,"['Mystery', 'Thriller']","Shutter Island. A film that will make you question your own sanity. A film that will leave you breathless. A film that has re-ignited the thriller genre. A film that will leave you, and the main character, searching for answers. ",10
Shutter Island,"['Mystery', 'Thriller']",10 out of 10 ,10
Shutter Island,"['Mystery', 'Thriller']",-CLS,8
Shutter Island,"['Mystery', 'Thriller']","It is one of the best movies made by director Martin Scorsese. It is perhaps the best movie starring Leonardo DiCaprio. Honestly speaking, it is one of the greatest films of the decade. DiCaprio featured in two movies in 2010, the other one being ""Inception"". Both were excellent. To this day, they are some of the best cinematic experience I have ever had. That being said, I found ""Shutter Island"" to be much more superior, as ""Inception"" feels a little bit of a mumbo jumbo many times.",8
Shutter Island,"['Mystery', 'Thriller']","Good.
""Shutter Island"" is simply a masterpiece. The beginning of the movie suggests a very basic plot of a detective story, possibly a thriller. As the movie progresses, the plot becomes bigger and bigger with more and more complexity added to it. The way this happens is incredible. The pacing is really good. That is what makes the movie so interesting. And, even though the movie gets more complex, it is not difficult to keep up with the major plot points. And, the final twist is one of the best plot twists I have ever seen. I did not expect it at all. And, like the main character portrayed by DiCaprio, we are not ready to believe what is being told until a lot of reveals finally convince us. There are a lot of many things that might seem to be pointless before the final twist which are totally relevant with the story that is actually being told. The character of Edward Daniels is superbly written. We get to know where the character is coming from and we can get behind the character - yet another excellent thing about this movie. There are some dream sequences that seems like a filler, but is a major indication to the reveal. There are quite many ""illusions"" which feel very real, but carry no real meaning in the end. There are many additional things which may seem like a diversion from the story being told, but are actually enhancing it. Some dialogues between the main character and an imprisoned character get a very different interpretation after it's all set and done. So much of a complex story, yet no giant inconsistencies at all. It's just superbly written and directed and acted. It's totally different from ""Memento"" (2000) but still, has a lot of similarities. We get into the main character's head and we just get his interpretations, different types though. Towards the end, we don't want to step fully outside his head, but when we finally do, it's mind blowing. The ending moments were conceived by many to be confusing. But, if you keep up with the entire story, it's meaning is quite obvious. The movie is dark and psychologically engrossing. Yet it does have a short lived and very brief happy moment with the tiny plotline involving Dr. Cawley's motives. That's all I can say without getting into complete spoilers. Leonardo DiCaprio, Mark Ruffalo and Ben Kingsly have given some of the great performances till date. I don't have anything that bugged me. So no mixed or bad aspects of the film.",9
Shutter Island,"['Mystery', 'Thriller']","Conclusion.
On the whole, for me, it's the movie of the decade. The decade is almost over, and still I have not got any movie in the league of ""Shutter Island"". It's a very engaging and thrilling movie. It's one of those films I consider to be an all time great.",9
Shutter Island,"['Mystery', 'Thriller']","Rating.
Score : absolute 10/10
Grade : A+",10
Shutter Island,"['Mystery', 'Thriller']","Visually beautiful, wonderfully acted, and relentlessly gripping, Shutter Island is a brilliantly unrestrained psychological thriller that keeps its audience riveted throughout its entire duration.",6
Shutter Island,"['Mystery', 'Thriller']","There is one line of dialogue, right at the end of Shutter Island before the credits roll, that elevates the emotion of the film and makes it much more powerful. For those of you, like me, who read and enjoyed the novel before seeing the film and felt that the trailers and advertisements for this film were leading you to believe there wouldn't be any narrative surprises in store, think again! Scorsese's film features that one brief piece of dialogue at the films conclusion that results in an entirely different perception of the final act. The rest of the film, however, is very faithful to Dennis Lehane's already great story.",4
Shutter Island,"['Mystery', 'Thriller']","Shutter Island represents exactly what one should hope for when seeing a novel being interpreted to film. While it certainly does the source material justice, it also adds small changes that make for a distinctive experience. Even if you've read the novel multiple times, you'll feel like you're reading the book for the first time again while watching. Scorsese perfectly recreates the menacing atmosphere of the island on film. Every location is foreboding and drenched with hints of unseen danger in dark corners. The lighthouse, the caves, the civil war fort housing ""the most dangerous patients,"" and the island itself--every locale seems large yet claustrophobic and isolated at the same time.",1
The Deer Hunter,"['Drama', 'War']","I will not repeat much of the comments in the previous positive reviews, but will stick mostly to how the movie affected me. First off, I am an Army veteran of the Vietnam War. Thus there is much in this picture that deeply moves me. I still can not listen to the theme music piece played by John Williams, ""Cavatina"", without choking up and weeping.",10
The Deer Hunter,"['Drama', 'War']","I identify much with the characters in this movie. I grew up in a very small town and come from a working class ( Norwegian, Scots-Irish, English) background. Two weeks out of high school and at the age of 17 I enlisted in the Army. Like the men in this movie I came from a tradition of serving one's country in the military. Both my brother, two cousins and my future brother-in-law also served in the Vietnam War.",10
The Deer Hunter,"['Drama', 'War']","I identify with Michael, played by Robert DeNiro in his sense of honor in going back to 'Nam and trying to bring back his buddy Nick. Additionally I admire Mike when he visits Steven in the VA hospital and brings him back home. Honor is, as mentioned in the movie ""Rob Roy"", a gift a man gives to himself. Michael (and the movie) doesn't waste time on whether the war in Vietnam is right or wrong. Michael just does what he thinks is right with respect to his buddies. Ask any one who has served in the military and they will tell you that you're sense of commitment to your comrades almost takes precedence over your commitment to your country.",10
The Deer Hunter,"['Drama', 'War']","I do not see this movie as either pro or anti-Vietnam War. To me the movie portrays how war affects three individuals. It is a movie about character, honor, loyalty------what you are when everything around you is falling apart. I will continue to see this movie many times as I hope that the values depicted in it will still be reflected (albeit weakly) in me.",10
The Deer Hunter,"['Drama', 'War']","In closing, I can not help to remember that the politically anti-Vietnam War movie ""Coming home"" starring Jane Fonda and Jon Voight was also up for the same Oscars. When Jane Fonda was asked what movie would win the Academy award that year, she sneeringly replied that she hoped it wasn't ""The Deer Hunter"". In the years since Jon Voght has transitioned from being a Liberal to a Conservative. Parenthetically, Jane Fonda has never apologized for her pro-Viet Cong actions. At the age of 66, I am still proud that I served my country and volunteered for the US Army and the Vietnam War.",10
The Deer Hunter,"['Drama', 'War']",I am a combat veteran of Afghanistan.,9
The Deer Hunter,"['Drama', 'War']",We don't know why some of us come back and others do not. War is a gamble.,9
The Deer Hunter,"['Drama', 'War']",This film deeply touched my soul.,10
The Deer Hunter,"['Drama', 'War']","""The Deer Hunter"" is 32 years old. How extraordinary to sit through it now. Walking over the politics that divided , somehow, all of its admirers then. ""Great film but..."" How silly to think of it now. Michael (a sensational young Robert De Niro) is as extreme a character as Rocco was in ""Rocco And His Brothers"" His goodness, the one that was always there but that he discovers under the most horrendous circumstances, underlined by Stanley Mayers's ""Cavatina"" permeates the entire film. I remember thinking, when I saw the film for the first time, that I couldn't or wouldn't spend ten minutes with Michael and his friends, the ones we meet at the beginning of the film but by the end I thought of them as brothers and I loved them. I actually loved them. That in itself is a sort of film miracle. John Savage will break your heart, it certainly broke mine and Christopher Walken is absolutely riveting. How strange to tho think that Michael Cimino, still a young man, is nowhere to be seen. Is still a punishment for ""Heaven's Gate"" and ""Indecent Exposure"" or there is something else we don't know about. The Cimino behind ""The Deer Hunter"" is a true master.",10
The Deer Hunter,"['Drama', 'War']","No, this is not the best film about the Vietnam War; it's hardly about Vietnam at all. The vets who don't like it have it wrong, as do the Vietnamese who found it racist. It could be any war, with any combatants. But because the (primary) victims here are recognizable American archetypes, Americans will feel this in their gut more than any other war film I know of. This is one of the very few post-war Hollywood films that shows a sincere reverence for the lives of small town Americans.",10
The Deer Hunter,"['Drama', 'War']","After seeing it in a very high quality theater on its initial release, I walked out thinking it was easily one of the best movies I had ever seen - and that I never wanted to see it again. But I looked at it today on cable and found that not much had changed about it, or me. I don't want to see it again...but I want you to see it.",10
The Deer Hunter,"['Drama', 'War']","Even now, the Russian Roulette scene (in context, people: watch all that comes before it first) is the single most intense sequence I've seen; it makes the end of ""Reservoir Dogs"" seem like a cartoon. Best Walken performance, period. Meryl Streep glows, DeNiro has seldom been more affecting. A unique classic...it is not surprising that Cimino didn't have another movie in him after something this wrenching.",8
The Deer Hunter,"['Drama', 'War']","A comment re the other comments: A lot of the comments criticize the first half hour as being too long. In my opinion, these comments miss the point of the movie.",10
The Deer Hunter,"['Drama', 'War']",Of course many of the scenes in the first hour don't advance the narrative. They're not supposed to; they're for character development.,9
The Deer Hunter,"['Drama', 'War']","The whole point of the movie is to show us how the various characters were affected by the war. It wouldn't have worked nearly as powerfully as it does had the first hour been trimmed down. We have to sense the careless and frat-boy-like immaturity of these young men. That's why the scenes all revolve around frivolity and seemingly senseless boyish behavior; it creates such a stark contrast to the devastated characters of the three who went to war (and the relatively unaffected personalities of those who stayed behind, like Stanley).",10
The Deer Hunter,"['Drama', 'War']","The strong points of the film are the outstanding performances of nearly every actor in the movie. Yes, there are technical deficiencies in the sound, but it hardly matters. This is nitpicking compared to the overall construction of the film.",1
The Deer Hunter,"['Drama', 'War']","1978's The Deer Hunter is one of the more polarizing movies to come out during the 1970's. It was the first movie with the deeply controversial subject of the Vietnam War to both become a critical and commercial success. However, there were several people who expressed dissent ranging from its portrayal of the Vietnam War to the controversial involvement of Russian roulette to the singing of ""God Bless America."" I remember not being too impressed with the film the first time I viewed it. I felt it was too long and violent. Years later, I am singing a different tune. It's a difficult film to sit through because of its violence and the effects of PTSD (post-trauma syndrome). But it is a highly engaging and effective film and I regard it as one of the more influential American movies of the 1970's. Not the best, but the most influential because there will be more successful films tackling the Vietnam War on the horizon.",1
The Deer Hunter,"['Drama', 'War']","You can call this movie a symphony of some sort. I sort this film into three major segments. The first segment is the longest because of its lengthy and effective characterization. We meet three Pennsylvania factory workers: Michael (Robert De Niro), Steven (John Savage), and Nick (Christopher Walken). They enlisted in the army to serve in Vietnam. Steven decides to marry before going off to war and this wedding also serves as the farewell party. This section is eerily reminiscent of the opening act of The Godfather. There is lots of partying and dancing. And we essentially get to know these characters. These men are hard workers who get drunk at the party because they deserve a night for themselves. After the party, the trio of friends along with another friend Stan (John Cazale) go into the mountains to hunt for deer for one last trip. Hence the title of the movie. I found this section to be incredibly effective in character-building. Director Michael Cimino took his time with his part because it was important to understand these men before they go into the horrors of war.",1
